id,sentiment140_score,sentiwordnet_score,created_at,favorite_count,hashtag_count,nouns_count,numerical_count,punctuation_count,retweets_count,uppercase_count,url_count,user_mentions_count,wiki_entities_count,word_count,url_in_newser,url_in_newser100
609697577517363200,2,0,Sat Jun 13 12:23:24 +0000 2015,0,0,2,0,0,1,19,1,0,5,14,0,0
609697577517363200,2,0,Sat Jun 13 12:23:24 +0000 2015,0,0,2,0,0,1,19,1,0,5,14,0,0
603625466872733697,2,0,Wed May 27 18:15:00 +0000 2015,0,0,2,0,4,0,7,1,0,8,18,0,0
587471825874989056,2,-0.625,Mon Apr 13 04:26:12 +0000 2015,0,3,1,0,1,8,8,2,1,7,17,0,0
587471825874989056,2,-0.625,Mon Apr 13 04:26:12 +0000 2015,0,3,1,0,1,8,8,2,1,7,17,0,0
587471825874989056,2,-0.625,Mon Apr 13 04:26:12 +0000 2015,0,3,1,0,1,8,8,2,1,7,17,0,0
587471825874989056,2,-0.625,Mon Apr 13 04:26:12 +0000 2015,0,3,1,0,1,8,8,2,1,7,17,0,0
589066107920744448,2,0.625,Fri Apr 17 14:01:19 +0000 2015,0,0,1,0,3,0,31,1,1,5,15,0,0
589066107920744448,2,0.625,Fri Apr 17 14:01:19 +0000 2015,0,0,1,0,3,0,31,1,1,5,15,0,0
589066107920744448,2,0.625,Fri Apr 17 14:01:19 +0000 2015,0,0,1,0,3,0,31,1,1,5,15,0,0
589066107920744448,2,0.625,Fri Apr 17 14:01:19 +0000 2015,0,0,1,0,3,0,31,1,1,5,15,0,0
602846841680592898,2,0,Mon May 25 14:41:02 +0000 2015,1,4,2,0,2,1,17,1,1,8,15,0,0
602846841680592898,2,0,Mon May 25 14:41:02 +0000 2015,1,4,2,0,2,1,17,1,1,8,15,0,0
602846841680592898,2,0,Mon May 25 14:41:02 +0000 2015,1,4,2,0,2,1,17,1,1,8,15,0,0
602846841680592898,2,0,Mon May 25 14:41:02 +0000 2015,1,4,2,0,2,1,17,1,1,8,15,0,0
602846841680592898,2,0,Mon May 25 14:41:02 +0000 2015,1,4,2,0,2,1,17,1,1,8,15,0,0
602846841680592898,2,0,Mon May 25 14:41:02 +0000 2015,1,4,2,0,2,1,17,1,1,8,15,0,0
602846841680592898,2,0,Mon May 25 14:41:02 +0000 2015,1,4,2,0,2,1,17,1,1,8,15,0,0
603516540483477505,2,0.625,Wed May 27 11:02:10 +0000 2015,0,0,1,0,3,0,7,1,0,5,20,0,0
603516540483477505,2,0.625,Wed May 27 11:02:10 +0000 2015,0,0,1,0,3,0,7,1,0,5,20,0,0
603516540483477505,2,0.625,Wed May 27 11:02:10 +0000 2015,0,0,1,0,3,0,7,1,0,5,20,0,0
603516540483477505,2,0.625,Wed May 27 11:02:10 +0000 2015,0,0,1,0,3,0,7,1,0,5,20,0,0
603516540483477505,2,0.625,Wed May 27 11:02:10 +0000 2015,0,0,1,0,3,0,7,1,0,5,20,0,0
603516540483477505,2,0.625,Wed May 27 11:02:10 +0000 2015,0,0,1,0,3,0,7,1,0,5,20,0,0
603516540483477505,2,0.625,Wed May 27 11:02:10 +0000 2015,0,0,1,0,3,0,7,1,0,5,20,0,0
607324404423532545,2,0,Sat Jun 06 23:13:16 +0000 2015,1,0,1,0,2,0,18,1,0,4,9,0,0
575370548429086720,2,0,Tue Mar 10 19:00:03 +0000 2015,0,0,1,2,1,0,2,0,0,7,12,0,0
