_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,comments,resultauthorname1,resultauthorname2,resultfavourited2,resultfriendlists1,resultfriendlists2,resulthandles1,resulthandles2,resulthashtags1,resulthashtags2,resultfavourited1,resultretweets1,resultretweets2,resulturl1,resulturl2,resultuserfavourites1,resultuserfavourites2,resultuserfollowers1,resultuserfollowers2,resultuserfriends1,resultuserfriends2,resultuserstatuses1,resultuserstatuses2,resultuserverified1,resultuserverified2,what_tweet_is_more_credible,created_at1,created_at2,favorite_count1,favorite_count2,handles1,handles2,hashtags1,hashtags2,id1,id2,retweet_count1,retweet_count2,source1,source2,text1,text2,urls1,urls2,usercreated_at1,usercreated_at2,userdefault_profile_image1,userdefault_profile_image2,userdescription1,userdescription2,userfavourites_count1,userfavourites_count2,userfollowers_count1,userfollowers_count2,userfriends_count1,userfriends_count2,userid1,userid2,userlisted_count1,userlisted_count2,username1,username2,userscreen_name1,userscreen_name2,userstatuses_count1,userstatuses_count2,userurl1,userurl2,userverified1,userverified2
741867095,6/24/2015 15:54:33,1669291636,6/24/2015 15:54:18,false,neodev,0.98,33090618,GBR,,,83.170.105.190,,,,,,,,result-handles2,,result-hashtags2,,,result-retweets2,,,,,,,,,,,,,tweet2,Sun Mar 15 22:41:07 +0000 2015,Mon Mar 16 09:41:40 +0000 2015,0,0,"<a class=""label label-primary"" href=""https://www.twitter.com/SenBennetCO"" target=""blank"">@SenBennetCO</a>","<a class=""label label-primary"" href=""https://www.twitter.com/denmarkinuk"" target=""blank"">@denmarkinuk</a>","<a class=""label label-default"" href=""https://www.twitter.com/hashtag/BoycottJapan"" target=""blank"">#BoycottJapan</a>","<a class=""label label-default"" href=""https://www.twitter.com/hashtag/BloodEclipse"" target=""blank"">#BloodEclipse</a>",577238122896990000,577404356665946000,0,0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@SenBennetCO Japan expanding controversial whaling program #BoycottJapan http://t.co/v8CofYLnjJ http://t.co/kvOWcoQdfN,.@denmarkinuk The Faroes maintain large parts of their traditional culture. But whaling tradition discourages many visitors! #BloodEclipse,"<a class=""label label-success"" href=""http://bit.ly/1urhWPK"" target=""blank"">www.marineconservation.org.au</a>",,Mon Jul 28 15:33:45 +0000 2014,Tue Dec 23 01:09:20 +0000 2014,"<i class=""fa fa-close red-text""></i>","<i class=""fa fa-close red-text""></i>",,,1701,18,297,103,450,234,2687797957,2937790612,27,7,bea,tilikums mom,"<a class=""label label-primary"" href=""https://www.twitter.com/iixxgeniexxii"" target=""blank"">@iixxgeniexxii</a>","<a class=""label label-primary"" href=""https://www.twitter.com/shannon9336"" target=""blank"">@shannon9336</a>",25458,10070,,,"<i class=""fa fa-close red-text""></i>","<i class=""fa fa-close red-text""></i>"
741867095,6/24/2015 16:24:12,1669328159,6/24/2015 16:23:46,false,clixsense,0.92,28351359,GBR,A1,Dagenham,80.43.234.200,,,,,,,,,,,,,,,,,,,,,,,,,,tweet1,Sun Mar 15 22:41:07 +0000 2015,Mon Mar 16 09:41:40 +0000 2015,0,0,"<a class=""label label-primary"" href=""https://www.twitter.com/SenBennetCO"" target=""blank"">@SenBennetCO</a>","<a class=""label label-primary"" href=""https://www.twitter.com/denmarkinuk"" target=""blank"">@denmarkinuk</a>","<a class=""label label-default"" href=""https://www.twitter.com/hashtag/BoycottJapan"" target=""blank"">#BoycottJapan</a>","<a class=""label label-default"" href=""https://www.twitter.com/hashtag/BloodEclipse"" target=""blank"">#BloodEclipse</a>",577238122896990000,577404356665946000,0,0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@SenBennetCO Japan expanding controversial whaling program #BoycottJapan http://t.co/v8CofYLnjJ http://t.co/kvOWcoQdfN,.@denmarkinuk The Faroes maintain large parts of their traditional culture. But whaling tradition discourages many visitors! #BloodEclipse,"<a class=""label label-success"" href=""http://bit.ly/1urhWPK"" target=""blank"">www.marineconservation.org.au</a>",,Mon Jul 28 15:33:45 +0000 2014,Tue Dec 23 01:09:20 +0000 2014,"<i class=""fa fa-close red-text""></i>","<i class=""fa fa-close red-text""></i>",,,1701,18,297,103,450,234,2687797957,2937790612,27,7,bea,tilikums mom,"<a class=""label label-primary"" href=""https://www.twitter.com/iixxgeniexxii"" target=""blank"">@iixxgeniexxii</a>","<a class=""label label-primary"" href=""https://www.twitter.com/shannon9336"" target=""blank"">@shannon9336</a>",25458,10070,,,"<i class=""fa fa-close red-text""></i>","<i class=""fa fa-close red-text""></i>"
741867095,6/24/2015 16:47:49,1669360343,6/24/2015 16:47:27,false,prodege,0.8173,1966113,CAN,NL,Marystown,24.222.211.159,,,,,,,,,,,,,,,,,,result-user-followers1,,,,result-user-statuses1,,,,tweet1,Sun Mar 15 22:41:07 +0000 2015,Mon Mar 16 09:41:40 +0000 2015,0,0,"<a class=""label label-primary"" href=""https://www.twitter.com/SenBennetCO"" target=""blank"">@SenBennetCO</a>","<a class=""label label-primary"" href=""https://www.twitter.com/denmarkinuk"" target=""blank"">@denmarkinuk</a>","<a class=""label label-default"" href=""https://www.twitter.com/hashtag/BoycottJapan"" target=""blank"">#BoycottJapan</a>","<a class=""label label-default"" href=""https://www.twitter.com/hashtag/BloodEclipse"" target=""blank"">#BloodEclipse</a>",577238122896990000,577404356665946000,0,0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@SenBennetCO Japan expanding controversial whaling program #BoycottJapan http://t.co/v8CofYLnjJ http://t.co/kvOWcoQdfN,.@denmarkinuk The Faroes maintain large parts of their traditional culture. But whaling tradition discourages many visitors! #BloodEclipse,"<a class=""label label-success"" href=""http://bit.ly/1urhWPK"" target=""blank"">www.marineconservation.org.au</a>",,Mon Jul 28 15:33:45 +0000 2014,Tue Dec 23 01:09:20 +0000 2014,"<i class=""fa fa-close red-text""></i>","<i class=""fa fa-close red-text""></i>",,,1701,18,297,103,450,234,2687797957,2937790612,27,7,bea,tilikums mom,"<a class=""label label-primary"" href=""https://www.twitter.com/iixxgeniexxii"" target=""blank"">@iixxgeniexxii</a>","<a class=""label label-primary"" href=""https://www.twitter.com/shannon9336"" target=""blank"">@shannon9336</a>",25458,10070,,,"<i class=""fa fa-close red-text""></i>","<i class=""fa fa-close red-text""></i>"
741867095,6/24/2015 17:06:05,1669387372,6/24/2015 17:03:40,false,points4rewards,0.8877,20113482,USA,,,154.49.202.171,,,,,,,,,,,,,,result-url1,,,,,,,,,,,,tweet1,Sun Mar 15 22:41:07 +0000 2015,Mon Mar 16 09:41:40 +0000 2015,0,0,"<a class=""label label-primary"" href=""https://www.twitter.com/SenBennetCO"" target=""blank"">@SenBennetCO</a>","<a class=""label label-primary"" href=""https://www.twitter.com/denmarkinuk"" target=""blank"">@denmarkinuk</a>","<a class=""label label-default"" href=""https://www.twitter.com/hashtag/BoycottJapan"" target=""blank"">#BoycottJapan</a>","<a class=""label label-default"" href=""https://www.twitter.com/hashtag/BloodEclipse"" target=""blank"">#BloodEclipse</a>",577238122896990000,577404356665946000,0,0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@SenBennetCO Japan expanding controversial whaling program #BoycottJapan http://t.co/v8CofYLnjJ http://t.co/kvOWcoQdfN,.@denmarkinuk The Faroes maintain large parts of their traditional culture. But whaling tradition discourages many visitors! #BloodEclipse,"<a class=""label label-success"" href=""http://bit.ly/1urhWPK"" target=""blank"">www.marineconservation.org.au</a>",,Mon Jul 28 15:33:45 +0000 2014,Tue Dec 23 01:09:20 +0000 2014,"<i class=""fa fa-close red-text""></i>","<i class=""fa fa-close red-text""></i>",,,1701,18,297,103,450,234,2687797957,2937790612,27,7,bea,tilikums mom,"<a class=""label label-primary"" href=""https://www.twitter.com/iixxgeniexxii"" target=""blank"">@iixxgeniexxii</a>","<a class=""label label-primary"" href=""https://www.twitter.com/shannon9336"" target=""blank"">@shannon9336</a>",25458,10070,,,"<i class=""fa fa-close red-text""></i>","<i class=""fa fa-close red-text""></i>"
741867095,6/24/2015 17:43:15,1669444798,6/24/2015 17:42:58,false,instagc,0.8965,14475688,CAN,BC,Nanaimo,207.216.84.249,,,,,,,,,,,,,,result-url1,,,,,,,,,,,,tweet1,Sun Mar 15 22:41:07 +0000 2015,Mon Mar 16 09:41:40 +0000 2015,0,0,"<a class=""label label-primary"" href=""https://www.twitter.com/SenBennetCO"" target=""blank"">@SenBennetCO</a>","<a class=""label label-primary"" href=""https://www.twitter.com/denmarkinuk"" target=""blank"">@denmarkinuk</a>","<a class=""label label-default"" href=""https://www.twitter.com/hashtag/BoycottJapan"" target=""blank"">#BoycottJapan</a>","<a class=""label label-default"" href=""https://www.twitter.com/hashtag/BloodEclipse"" target=""blank"">#BloodEclipse</a>",577238122896990000,577404356665946000,0,0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@SenBennetCO Japan expanding controversial whaling program #BoycottJapan http://t.co/v8CofYLnjJ http://t.co/kvOWcoQdfN,.@denmarkinuk The Faroes maintain large parts of their traditional culture. But whaling tradition discourages many visitors! #BloodEclipse,"<a class=""label label-success"" href=""http://bit.ly/1urhWPK"" target=""blank"">www.marineconservation.org.au</a>",,Mon Jul 28 15:33:45 +0000 2014,Tue Dec 23 01:09:20 +0000 2014,"<i class=""fa fa-close red-text""></i>","<i class=""fa fa-close red-text""></i>",,,1701,18,297,103,450,234,2687797957,2937790612,27,7,bea,tilikums mom,"<a class=""label label-primary"" href=""https://www.twitter.com/iixxgeniexxii"" target=""blank"">@iixxgeniexxii</a>","<a class=""label label-primary"" href=""https://www.twitter.com/shannon9336"" target=""blank"">@shannon9336</a>",25458,10070,,,"<i class=""fa fa-close red-text""></i>","<i class=""fa fa-close red-text""></i>"
741867095,6/24/2015 17:56:57,1669465942,6/24/2015 17:55:30,false,neodev,0.8942,18881135,CAN,ON,Ajax,99.243.87.224,,,,,,,,,,,,,,result-url1,,,,,,,,,,,,tweet1,Sun Mar 15 22:41:07 +0000 2015,Mon Mar 16 09:41:40 +0000 2015,0,0,"<a class=""label label-primary"" href=""https://www.twitter.com/SenBennetCO"" target=""blank"">@SenBennetCO</a>","<a class=""label label-primary"" href=""https://www.twitter.com/denmarkinuk"" target=""blank"">@denmarkinuk</a>","<a class=""label label-default"" href=""https://www.twitter.com/hashtag/BoycottJapan"" target=""blank"">#BoycottJapan</a>","<a class=""label label-default"" href=""https://www.twitter.com/hashtag/BloodEclipse"" target=""blank"">#BloodEclipse</a>",577238122896990000,577404356665946000,0,0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@SenBennetCO Japan expanding controversial whaling program #BoycottJapan http://t.co/v8CofYLnjJ http://t.co/kvOWcoQdfN,.@denmarkinuk The Faroes maintain large parts of their traditional culture. But whaling tradition discourages many visitors! #BloodEclipse,"<a class=""label label-success"" href=""http://bit.ly/1urhWPK"" target=""blank"">www.marineconservation.org.au</a>",,Mon Jul 28 15:33:45 +0000 2014,Tue Dec 23 01:09:20 +0000 2014,"<i class=""fa fa-close red-text""></i>","<i class=""fa fa-close red-text""></i>",,,1701,18,297,103,450,234,2687797957,2937790612,27,7,bea,tilikums mom,"<a class=""label label-primary"" href=""https://www.twitter.com/iixxgeniexxii"" target=""blank"">@iixxgeniexxii</a>","<a class=""label label-primary"" href=""https://www.twitter.com/shannon9336"" target=""blank"">@shannon9336</a>",25458,10070,,,"<i class=""fa fa-close red-text""></i>","<i class=""fa fa-close red-text""></i>"
741867095,6/24/2015 19:00:25,1669568759,6/24/2015 18:59:58,false,instagc,0.916,30326470,USA,CA,Santee,99.44.37.73,,,,,,,,,,,,,,result-url1,,,,,,,,,,,,tweet1,Sun Mar 15 22:41:07 +0000 2015,Mon Mar 16 09:41:40 +0000 2015,0,0,"<a class=""label label-primary"" href=""https://www.twitter.com/SenBennetCO"" target=""blank"">@SenBennetCO</a>","<a class=""label label-primary"" href=""https://www.twitter.com/denmarkinuk"" target=""blank"">@denmarkinuk</a>","<a class=""label label-default"" href=""https://www.twitter.com/hashtag/BoycottJapan"" target=""blank"">#BoycottJapan</a>","<a class=""label label-default"" href=""https://www.twitter.com/hashtag/BloodEclipse"" target=""blank"">#BloodEclipse</a>",577238122896990000,577404356665946000,0,0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@SenBennetCO Japan expanding controversial whaling program #BoycottJapan http://t.co/v8CofYLnjJ http://t.co/kvOWcoQdfN,.@denmarkinuk The Faroes maintain large parts of their traditional culture. But whaling tradition discourages many visitors! #BloodEclipse,"<a class=""label label-success"" href=""http://bit.ly/1urhWPK"" target=""blank"">www.marineconservation.org.au</a>",,Mon Jul 28 15:33:45 +0000 2014,Tue Dec 23 01:09:20 +0000 2014,"<i class=""fa fa-close red-text""></i>","<i class=""fa fa-close red-text""></i>",,,1701,18,297,103,450,234,2687797957,2937790612,27,7,bea,tilikums mom,"<a class=""label label-primary"" href=""https://www.twitter.com/iixxgeniexxii"" target=""blank"">@iixxgeniexxii</a>","<a class=""label label-primary"" href=""https://www.twitter.com/shannon9336"" target=""blank"">@shannon9336</a>",25458,10070,,,"<i class=""fa fa-close red-text""></i>","<i class=""fa fa-close red-text""></i>"
741867095,6/24/2015 19:07:31,1669580464,6/24/2015 19:07:04,false,elite,0.9005,31883685,GBR,H2,Accrington,80.47.186.28,,,,,,,,,,,,,,result-url1,,,,,,,,,,,,tweet1,Sun Mar 15 22:41:07 +0000 2015,Mon Mar 16 09:41:40 +0000 2015,0,0,"<a class=""label label-primary"" href=""https://www.twitter.com/SenBennetCO"" target=""blank"">@SenBennetCO</a>","<a class=""label label-primary"" href=""https://www.twitter.com/denmarkinuk"" target=""blank"">@denmarkinuk</a>","<a class=""label label-default"" href=""https://www.twitter.com/hashtag/BoycottJapan"" target=""blank"">#BoycottJapan</a>","<a class=""label label-default"" href=""https://www.twitter.com/hashtag/BloodEclipse"" target=""blank"">#BloodEclipse</a>",577238122896990000,577404356665946000,0,0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@SenBennetCO Japan expanding controversial whaling program #BoycottJapan http://t.co/v8CofYLnjJ http://t.co/kvOWcoQdfN,.@denmarkinuk The Faroes maintain large parts of their traditional culture. But whaling tradition discourages many visitors! #BloodEclipse,"<a class=""label label-success"" href=""http://bit.ly/1urhWPK"" target=""blank"">www.marineconservation.org.au</a>",,Mon Jul 28 15:33:45 +0000 2014,Tue Dec 23 01:09:20 +0000 2014,"<i class=""fa fa-close red-text""></i>","<i class=""fa fa-close red-text""></i>",,,1701,18,297,103,450,234,2687797957,2937790612,27,7,bea,tilikums mom,"<a class=""label label-primary"" href=""https://www.twitter.com/iixxgeniexxii"" target=""blank"">@iixxgeniexxii</a>","<a class=""label label-primary"" href=""https://www.twitter.com/shannon9336"" target=""blank"">@shannon9336</a>",25458,10070,,,"<i class=""fa fa-close red-text""></i>","<i class=""fa fa-close red-text""></i>"
741867095,6/24/2015 19:37:09,1669633798,6/24/2015 19:36:47,false,neodev,0.7599,32775682,USA,TX,Dallas,64.31.34.124,thanks,,,,,,result-handles1,result-handles2,result-hashtags1,result-hashtags2,,,,,,,result-user-favourites2,result-user-followers1,,result-user-friends1,result-user-friends2,,,,,tweet1,Sun Mar 15 22:41:07 +0000 2015,Mon Mar 16 09:41:40 +0000 2015,0,0,"<a class=""label label-primary"" href=""https://www.twitter.com/SenBennetCO"" target=""blank"">@SenBennetCO</a>","<a class=""label label-primary"" href=""https://www.twitter.com/denmarkinuk"" target=""blank"">@denmarkinuk</a>","<a class=""label label-default"" href=""https://www.twitter.com/hashtag/BoycottJapan"" target=""blank"">#BoycottJapan</a>","<a class=""label label-default"" href=""https://www.twitter.com/hashtag/BloodEclipse"" target=""blank"">#BloodEclipse</a>",577238122896990000,577404356665946000,0,0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@SenBennetCO Japan expanding controversial whaling program #BoycottJapan http://t.co/v8CofYLnjJ http://t.co/kvOWcoQdfN,.@denmarkinuk The Faroes maintain large parts of their traditional culture. But whaling tradition discourages many visitors! #BloodEclipse,"<a class=""label label-success"" href=""http://bit.ly/1urhWPK"" target=""blank"">www.marineconservation.org.au</a>",,Mon Jul 28 15:33:45 +0000 2014,Tue Dec 23 01:09:20 +0000 2014,"<i class=""fa fa-close red-text""></i>","<i class=""fa fa-close red-text""></i>",,,1701,18,297,103,450,234,2687797957,2937790612,27,7,bea,tilikums mom,"<a class=""label label-primary"" href=""https://www.twitter.com/iixxgeniexxii"" target=""blank"">@iixxgeniexxii</a>","<a class=""label label-primary"" href=""https://www.twitter.com/shannon9336"" target=""blank"">@shannon9336</a>",25458,10070,,,"<i class=""fa fa-close red-text""></i>","<i class=""fa fa-close red-text""></i>"
741867095,6/24/2015 19:50:36,1669663998,6/24/2015 19:50:19,false,instagc,0.8987,26024737,GBR,A9,Blackpool,92.23.167.242,,,,,,,,,,,,,,result-url1,,,,,,,,,,,,tweet1,Sun Mar 15 22:41:07 +0000 2015,Mon Mar 16 09:41:40 +0000 2015,0,0,"<a class=""label label-primary"" href=""https://www.twitter.com/SenBennetCO"" target=""blank"">@SenBennetCO</a>","<a class=""label label-primary"" href=""https://www.twitter.com/denmarkinuk"" target=""blank"">@denmarkinuk</a>","<a class=""label label-default"" href=""https://www.twitter.com/hashtag/BoycottJapan"" target=""blank"">#BoycottJapan</a>","<a class=""label label-default"" href=""https://www.twitter.com/hashtag/BloodEclipse"" target=""blank"">#BloodEclipse</a>",577238122896990000,577404356665946000,0,0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@SenBennetCO Japan expanding controversial whaling program #BoycottJapan http://t.co/v8CofYLnjJ http://t.co/kvOWcoQdfN,.@denmarkinuk The Faroes maintain large parts of their traditional culture. But whaling tradition discourages many visitors! #BloodEclipse,"<a class=""label label-success"" href=""http://bit.ly/1urhWPK"" target=""blank"">www.marineconservation.org.au</a>",,Mon Jul 28 15:33:45 +0000 2014,Tue Dec 23 01:09:20 +0000 2014,"<i class=""fa fa-close red-text""></i>","<i class=""fa fa-close red-text""></i>",,,1701,18,297,103,450,234,2687797957,2937790612,27,7,bea,tilikums mom,"<a class=""label label-primary"" href=""https://www.twitter.com/iixxgeniexxii"" target=""blank"">@iixxgeniexxii</a>","<a class=""label label-primary"" href=""https://www.twitter.com/shannon9336"" target=""blank"">@shannon9336</a>",25458,10070,,,"<i class=""fa fa-close red-text""></i>","<i class=""fa fa-close red-text""></i>"
