_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,comments,resultauthor1,resultauthor2,resultcomments1,resultcomments2,resultkeywords1,resultkeywords2,resulturl1,resulturl2,resultwordcount1,resultwordcount2,what_article_is_more_credible,abstract1,abstract2,author1,author2,comment_count1,comment_count2,keywords1,keywords2,publication_date1,publication_date2,source1,source2,title1,title2,url1,url2,word_count1,word_count2
745690127,6/29/2015 18:57:19,1675578774,6/29/2015 18:57:07,false,neodev,0.8123,11007322,GBR,H9,London,2.122.19.138,,result-author1,,,,,,,,result-wordcount1,,title1,"THE HAGUE, Netherlands —  The future of whaling in Japan was thrown into doubt after the International Court of Justice ruled Monday that the nation's annual hunt in the Antarctic was not really for scientific purposes — as Tokyo had claimed — and ordered it halted. The ruling was a major victory for whaling opponents, as it ends for now one of the world's biggest whale hunts, for minkes in the icy Southern Ocean.","Japanese allegations of Australian collusion with the anti-whaling vessel Sea Shepherd are ""ridiculous"" and distract from the country's breach of international whaling rules, federal attorney general Mark Dreyfus said.Speaking to Guardian Australia from the international court of justice in The Hague, where Australia and New Zealand are contesting the basis of Japan's whaling activity, Dreyfus rejected Toyko's suggestion that Australia has ""outsourced Antarctic maritime enforcement to Sea Shepherd"".Dreyfus said: ""Australia has a longstanding position, along with other nations, that vessels in the Southern Ocean comply with international law. We've called for proper conduct [in the Southern Ocean].","<span class=""label label-primary"">THE ASSOCIATED PRESS</span>","<span class=""label label-primary"">Oliver Milman</span>",0,0,,"<span class=""label label-success"">Whaling</span> <span class=""label label-success"">Australia news</span> <span class=""label label-success"">World news</span> <span class=""label label-success"">News</span> <span class=""label label-success"">Oliver Milman</span> <span class=""label label-success"">International court of justice</span> <span class=""label label-success"">Environment</span> <span class=""label label-success"">Article</span>",2014-03-31T02:58:30Z,2013-07-10T02:19:05Z,AP,theguardian.com,World Court: Japanese Whaling Not Scientific,Dreyfus dismisses Japanese claims of collusion with Sea Shepherd,http://www.nytimes.com/aponline/2014/03/31/world/europe/ap-eu-world-court-japan-australia.html,http://www.theguardian.com/environment/2013/jul/10/mark-dreyfus-whaling-japan-court,109,639
745690127,6/29/2015 19:50:14,1675625564,6/29/2015 19:49:57,false,prodege,0.6837,3587109,CAN,NS,Sydney,142.166.91.127,,,result-author2,,,,result-keywords2,,,,,title,"THE HAGUE, Netherlands —  The future of whaling in Japan was thrown into doubt after the International Court of Justice ruled Monday that the nation's annual hunt in the Antarctic was not really for scientific purposes — as Tokyo had claimed — and ordered it halted. The ruling was a major victory for whaling opponents, as it ends for now one of the world's biggest whale hunts, for minkes in the icy Southern Ocean.","Japanese allegations of Australian collusion with the anti-whaling vessel Sea Shepherd are ""ridiculous"" and distract from the country's breach of international whaling rules, federal attorney general Mark Dreyfus said.Speaking to Guardian Australia from the international court of justice in The Hague, where Australia and New Zealand are contesting the basis of Japan's whaling activity, Dreyfus rejected Toyko's suggestion that Australia has ""outsourced Antarctic maritime enforcement to Sea Shepherd"".Dreyfus said: ""Australia has a longstanding position, along with other nations, that vessels in the Southern Ocean comply with international law. We've called for proper conduct [in the Southern Ocean].","<span class=""label label-primary"">THE ASSOCIATED PRESS</span>","<span class=""label label-primary"">Oliver Milman</span>",0,0,,"<span class=""label label-success"">Whaling</span> <span class=""label label-success"">Australia news</span> <span class=""label label-success"">World news</span> <span class=""label label-success"">News</span> <span class=""label label-success"">Oliver Milman</span> <span class=""label label-success"">International court of justice</span> <span class=""label label-success"">Environment</span> <span class=""label label-success"">Article</span>",2014-03-31T02:58:30Z,2013-07-10T02:19:05Z,AP,theguardian.com,World Court: Japanese Whaling Not Scientific,Dreyfus dismisses Japanese claims of collusion with Sea Shepherd,http://www.nytimes.com/aponline/2014/03/31/world/europe/ap-eu-world-court-japan-australia.html,http://www.theguardian.com/environment/2013/jul/10/mark-dreyfus-whaling-japan-court,109,639
745690127,6/29/2015 20:16:07,1675643791,6/29/2015 20:15:55,false,clixsense,0.7008,28351359,GBR,"","",92.1.48.82,,,,,,,,,,,,title1,"THE HAGUE, Netherlands —  The future of whaling in Japan was thrown into doubt after the International Court of Justice ruled Monday that the nation's annual hunt in the Antarctic was not really for scientific purposes — as Tokyo had claimed — and ordered it halted. The ruling was a major victory for whaling opponents, as it ends for now one of the world's biggest whale hunts, for minkes in the icy Southern Ocean.","Japanese allegations of Australian collusion with the anti-whaling vessel Sea Shepherd are ""ridiculous"" and distract from the country's breach of international whaling rules, federal attorney general Mark Dreyfus said.Speaking to Guardian Australia from the international court of justice in The Hague, where Australia and New Zealand are contesting the basis of Japan's whaling activity, Dreyfus rejected Toyko's suggestion that Australia has ""outsourced Antarctic maritime enforcement to Sea Shepherd"".Dreyfus said: ""Australia has a longstanding position, along with other nations, that vessels in the Southern Ocean comply with international law. We've called for proper conduct [in the Southern Ocean].","<span class=""label label-primary"">THE ASSOCIATED PRESS</span>","<span class=""label label-primary"">Oliver Milman</span>",0,0,,"<span class=""label label-success"">Whaling</span> <span class=""label label-success"">Australia news</span> <span class=""label label-success"">World news</span> <span class=""label label-success"">News</span> <span class=""label label-success"">Oliver Milman</span> <span class=""label label-success"">International court of justice</span> <span class=""label label-success"">Environment</span> <span class=""label label-success"">Article</span>",2014-03-31T02:58:30Z,2013-07-10T02:19:05Z,AP,theguardian.com,World Court: Japanese Whaling Not Scientific,Dreyfus dismisses Japanese claims of collusion with Sea Shepherd,http://www.nytimes.com/aponline/2014/03/31/world/europe/ap-eu-world-court-japan-australia.html,http://www.theguardian.com/environment/2013/jul/10/mark-dreyfus-whaling-japan-court,109,639
745690127,6/29/2015 20:20:16,1675646507,6/29/2015 20:19:59,false,instagc,0.6781,30326470,USA,CA,Santee,99.44.37.73,,result-author1,,,,,,,,,,title1,"THE HAGUE, Netherlands —  The future of whaling in Japan was thrown into doubt after the International Court of Justice ruled Monday that the nation's annual hunt in the Antarctic was not really for scientific purposes — as Tokyo had claimed — and ordered it halted. The ruling was a major victory for whaling opponents, as it ends for now one of the world's biggest whale hunts, for minkes in the icy Southern Ocean.","Japanese allegations of Australian collusion with the anti-whaling vessel Sea Shepherd are ""ridiculous"" and distract from the country's breach of international whaling rules, federal attorney general Mark Dreyfus said.Speaking to Guardian Australia from the international court of justice in The Hague, where Australia and New Zealand are contesting the basis of Japan's whaling activity, Dreyfus rejected Toyko's suggestion that Australia has ""outsourced Antarctic maritime enforcement to Sea Shepherd"".Dreyfus said: ""Australia has a longstanding position, along with other nations, that vessels in the Southern Ocean comply with international law. We've called for proper conduct [in the Southern Ocean].","<span class=""label label-primary"">THE ASSOCIATED PRESS</span>","<span class=""label label-primary"">Oliver Milman</span>",0,0,,"<span class=""label label-success"">Whaling</span> <span class=""label label-success"">Australia news</span> <span class=""label label-success"">World news</span> <span class=""label label-success"">News</span> <span class=""label label-success"">Oliver Milman</span> <span class=""label label-success"">International court of justice</span> <span class=""label label-success"">Environment</span> <span class=""label label-success"">Article</span>",2014-03-31T02:58:30Z,2013-07-10T02:19:05Z,AP,theguardian.com,World Court: Japanese Whaling Not Scientific,Dreyfus dismisses Japanese claims of collusion with Sea Shepherd,http://www.nytimes.com/aponline/2014/03/31/world/europe/ap-eu-world-court-japan-australia.html,http://www.theguardian.com/environment/2013/jul/10/mark-dreyfus-whaling-japan-court,109,639
745690127,6/29/2015 20:22:13,1675647689,6/29/2015 20:21:12,false,prizerebel,0.5995,29881713,GBR,H9,London,82.0.199.44,,,result-author2,,,,result-keywords2,,result-url2,,result-wordcount2,title,"THE HAGUE, Netherlands —  The future of whaling in Japan was thrown into doubt after the International Court of Justice ruled Monday that the nation's annual hunt in the Antarctic was not really for scientific purposes — as Tokyo had claimed — and ordered it halted. The ruling was a major victory for whaling opponents, as it ends for now one of the world's biggest whale hunts, for minkes in the icy Southern Ocean.","Japanese allegations of Australian collusion with the anti-whaling vessel Sea Shepherd are ""ridiculous"" and distract from the country's breach of international whaling rules, federal attorney general Mark Dreyfus said.Speaking to Guardian Australia from the international court of justice in The Hague, where Australia and New Zealand are contesting the basis of Japan's whaling activity, Dreyfus rejected Toyko's suggestion that Australia has ""outsourced Antarctic maritime enforcement to Sea Shepherd"".Dreyfus said: ""Australia has a longstanding position, along with other nations, that vessels in the Southern Ocean comply with international law. We've called for proper conduct [in the Southern Ocean].","<span class=""label label-primary"">THE ASSOCIATED PRESS</span>","<span class=""label label-primary"">Oliver Milman</span>",0,0,,"<span class=""label label-success"">Whaling</span> <span class=""label label-success"">Australia news</span> <span class=""label label-success"">World news</span> <span class=""label label-success"">News</span> <span class=""label label-success"">Oliver Milman</span> <span class=""label label-success"">International court of justice</span> <span class=""label label-success"">Environment</span> <span class=""label label-success"">Article</span>",2014-03-31T02:58:30Z,2013-07-10T02:19:05Z,AP,theguardian.com,World Court: Japanese Whaling Not Scientific,Dreyfus dismisses Japanese claims of collusion with Sea Shepherd,http://www.nytimes.com/aponline/2014/03/31/world/europe/ap-eu-world-court-japan-australia.html,http://www.theguardian.com/environment/2013/jul/10/mark-dreyfus-whaling-japan-court,109,639
745690127,6/29/2015 20:22:44,1675648110,6/29/2015 20:11:13,false,neodev,0.6611,32108888,USA,CA,San Jose,50.118.172.72,,,result-author2,,,,result-keywords2,,,,result-wordcount2,title,"THE HAGUE, Netherlands —  The future of whaling in Japan was thrown into doubt after the International Court of Justice ruled Monday that the nation's annual hunt in the Antarctic was not really for scientific purposes — as Tokyo had claimed — and ordered it halted. The ruling was a major victory for whaling opponents, as it ends for now one of the world's biggest whale hunts, for minkes in the icy Southern Ocean.","Japanese allegations of Australian collusion with the anti-whaling vessel Sea Shepherd are ""ridiculous"" and distract from the country's breach of international whaling rules, federal attorney general Mark Dreyfus said.Speaking to Guardian Australia from the international court of justice in The Hague, where Australia and New Zealand are contesting the basis of Japan's whaling activity, Dreyfus rejected Toyko's suggestion that Australia has ""outsourced Antarctic maritime enforcement to Sea Shepherd"".Dreyfus said: ""Australia has a longstanding position, along with other nations, that vessels in the Southern Ocean comply with international law. We've called for proper conduct [in the Southern Ocean].","<span class=""label label-primary"">THE ASSOCIATED PRESS</span>","<span class=""label label-primary"">Oliver Milman</span>",0,0,,"<span class=""label label-success"">Whaling</span> <span class=""label label-success"">Australia news</span> <span class=""label label-success"">World news</span> <span class=""label label-success"">News</span> <span class=""label label-success"">Oliver Milman</span> <span class=""label label-success"">International court of justice</span> <span class=""label label-success"">Environment</span> <span class=""label label-success"">Article</span>",2014-03-31T02:58:30Z,2013-07-10T02:19:05Z,AP,theguardian.com,World Court: Japanese Whaling Not Scientific,Dreyfus dismisses Japanese claims of collusion with Sea Shepherd,http://www.nytimes.com/aponline/2014/03/31/world/europe/ap-eu-world-court-japan-australia.html,http://www.theguardian.com/environment/2013/jul/10/mark-dreyfus-whaling-japan-court,109,639
745690127,6/29/2015 21:40:19,1675695731,6/29/2015 21:39:57,false,neodev,0.6393,12115558,USA,OH,Twinsburg,98.27.164.131,,,result-author2,,,,result-keywords2,,,,result-wordcount2,title,"THE HAGUE, Netherlands —  The future of whaling in Japan was thrown into doubt after the International Court of Justice ruled Monday that the nation's annual hunt in the Antarctic was not really for scientific purposes — as Tokyo had claimed — and ordered it halted. The ruling was a major victory for whaling opponents, as it ends for now one of the world's biggest whale hunts, for minkes in the icy Southern Ocean.","Japanese allegations of Australian collusion with the anti-whaling vessel Sea Shepherd are ""ridiculous"" and distract from the country's breach of international whaling rules, federal attorney general Mark Dreyfus said.Speaking to Guardian Australia from the international court of justice in The Hague, where Australia and New Zealand are contesting the basis of Japan's whaling activity, Dreyfus rejected Toyko's suggestion that Australia has ""outsourced Antarctic maritime enforcement to Sea Shepherd"".Dreyfus said: ""Australia has a longstanding position, along with other nations, that vessels in the Southern Ocean comply with international law. We've called for proper conduct [in the Southern Ocean].","<span class=""label label-primary"">THE ASSOCIATED PRESS</span>","<span class=""label label-primary"">Oliver Milman</span>",0,0,,"<span class=""label label-success"">Whaling</span> <span class=""label label-success"">Australia news</span> <span class=""label label-success"">World news</span> <span class=""label label-success"">News</span> <span class=""label label-success"">Oliver Milman</span> <span class=""label label-success"">International court of justice</span> <span class=""label label-success"">Environment</span> <span class=""label label-success"">Article</span>",2014-03-31T02:58:30Z,2013-07-10T02:19:05Z,AP,theguardian.com,World Court: Japanese Whaling Not Scientific,Dreyfus dismisses Japanese claims of collusion with Sea Shepherd,http://www.nytimes.com/aponline/2014/03/31/world/europe/ap-eu-world-court-japan-australia.html,http://www.theguardian.com/environment/2013/jul/10/mark-dreyfus-whaling-japan-court,109,639
745690127,6/29/2015 23:13:08,1675750351,6/29/2015 23:12:31,false,neodev,0.6282,18881135,CAN,ON,Ajax,99.243.87.224,,result-author1,,,,,,result-url1,result-url2,,,same,"THE HAGUE, Netherlands —  The future of whaling in Japan was thrown into doubt after the International Court of Justice ruled Monday that the nation's annual hunt in the Antarctic was not really for scientific purposes — as Tokyo had claimed — and ordered it halted. The ruling was a major victory for whaling opponents, as it ends for now one of the world's biggest whale hunts, for minkes in the icy Southern Ocean.","Japanese allegations of Australian collusion with the anti-whaling vessel Sea Shepherd are ""ridiculous"" and distract from the country's breach of international whaling rules, federal attorney general Mark Dreyfus said.Speaking to Guardian Australia from the international court of justice in The Hague, where Australia and New Zealand are contesting the basis of Japan's whaling activity, Dreyfus rejected Toyko's suggestion that Australia has ""outsourced Antarctic maritime enforcement to Sea Shepherd"".Dreyfus said: ""Australia has a longstanding position, along with other nations, that vessels in the Southern Ocean comply with international law. We've called for proper conduct [in the Southern Ocean].","<span class=""label label-primary"">THE ASSOCIATED PRESS</span>","<span class=""label label-primary"">Oliver Milman</span>",0,0,,"<span class=""label label-success"">Whaling</span> <span class=""label label-success"">Australia news</span> <span class=""label label-success"">World news</span> <span class=""label label-success"">News</span> <span class=""label label-success"">Oliver Milman</span> <span class=""label label-success"">International court of justice</span> <span class=""label label-success"">Environment</span> <span class=""label label-success"">Article</span>",2014-03-31T02:58:30Z,2013-07-10T02:19:05Z,AP,theguardian.com,World Court: Japanese Whaling Not Scientific,Dreyfus dismisses Japanese claims of collusion with Sea Shepherd,http://www.nytimes.com/aponline/2014/03/31/world/europe/ap-eu-world-court-japan-australia.html,http://www.theguardian.com/environment/2013/jul/10/mark-dreyfus-whaling-japan-court,109,639
745690127,6/30/2015 01:43:36,1675830923,6/30/2015 01:43:00,false,pocketmoneygpt,0.6972,21432964,GBR,E4,Benfleet,86.162.255.31,,result-author1,,,,,,,,,,title1,"THE HAGUE, Netherlands —  The future of whaling in Japan was thrown into doubt after the International Court of Justice ruled Monday that the nation's annual hunt in the Antarctic was not really for scientific purposes — as Tokyo had claimed — and ordered it halted. The ruling was a major victory for whaling opponents, as it ends for now one of the world's biggest whale hunts, for minkes in the icy Southern Ocean.","Japanese allegations of Australian collusion with the anti-whaling vessel Sea Shepherd are ""ridiculous"" and distract from the country's breach of international whaling rules, federal attorney general Mark Dreyfus said.Speaking to Guardian Australia from the international court of justice in The Hague, where Australia and New Zealand are contesting the basis of Japan's whaling activity, Dreyfus rejected Toyko's suggestion that Australia has ""outsourced Antarctic maritime enforcement to Sea Shepherd"".Dreyfus said: ""Australia has a longstanding position, along with other nations, that vessels in the Southern Ocean comply with international law. We've called for proper conduct [in the Southern Ocean].","<span class=""label label-primary"">THE ASSOCIATED PRESS</span>","<span class=""label label-primary"">Oliver Milman</span>",0,0,,"<span class=""label label-success"">Whaling</span> <span class=""label label-success"">Australia news</span> <span class=""label label-success"">World news</span> <span class=""label label-success"">News</span> <span class=""label label-success"">Oliver Milman</span> <span class=""label label-success"">International court of justice</span> <span class=""label label-success"">Environment</span> <span class=""label label-success"">Article</span>",2014-03-31T02:58:30Z,2013-07-10T02:19:05Z,AP,theguardian.com,World Court: Japanese Whaling Not Scientific,Dreyfus dismisses Japanese claims of collusion with Sea Shepherd,http://www.nytimes.com/aponline/2014/03/31/world/europe/ap-eu-world-court-japan-australia.html,http://www.theguardian.com/environment/2013/jul/10/mark-dreyfus-whaling-japan-court,109,639
745690127,6/30/2015 01:55:29,1675837935,6/30/2015 01:55:21,false,clixsense,0.7227,30130805,USA,MI,Wyandotte,63.141.31.35,,,,,,,,result-url1,,,,title1,"THE HAGUE, Netherlands —  The future of whaling in Japan was thrown into doubt after the International Court of Justice ruled Monday that the nation's annual hunt in the Antarctic was not really for scientific purposes — as Tokyo had claimed — and ordered it halted. The ruling was a major victory for whaling opponents, as it ends for now one of the world's biggest whale hunts, for minkes in the icy Southern Ocean.","Japanese allegations of Australian collusion with the anti-whaling vessel Sea Shepherd are ""ridiculous"" and distract from the country's breach of international whaling rules, federal attorney general Mark Dreyfus said.Speaking to Guardian Australia from the international court of justice in The Hague, where Australia and New Zealand are contesting the basis of Japan's whaling activity, Dreyfus rejected Toyko's suggestion that Australia has ""outsourced Antarctic maritime enforcement to Sea Shepherd"".Dreyfus said: ""Australia has a longstanding position, along with other nations, that vessels in the Southern Ocean comply with international law. We've called for proper conduct [in the Southern Ocean].","<span class=""label label-primary"">THE ASSOCIATED PRESS</span>","<span class=""label label-primary"">Oliver Milman</span>",0,0,,"<span class=""label label-success"">Whaling</span> <span class=""label label-success"">Australia news</span> <span class=""label label-success"">World news</span> <span class=""label label-success"">News</span> <span class=""label label-success"">Oliver Milman</span> <span class=""label label-success"">International court of justice</span> <span class=""label label-success"">Environment</span> <span class=""label label-success"">Article</span>",2014-03-31T02:58:30Z,2013-07-10T02:19:05Z,AP,theguardian.com,World Court: Japanese Whaling Not Scientific,Dreyfus dismisses Japanese claims of collusion with Sea Shepherd,http://www.nytimes.com/aponline/2014/03/31/world/europe/ap-eu-world-court-japan-australia.html,http://www.theguardian.com/environment/2013/jul/10/mark-dreyfus-whaling-japan-court,109,639
745690128,6/29/2015 18:56:02,1675577827,6/29/2015 18:55:48,false,neodev,0.8123,11007322,GBR,H9,London,2.122.19.138,,,result-author2,,,,result-keywords2,,,,result-wordcount2,title,"THE HAGUE, Netherlands —  The future of whaling in Japan was thrown into doubt after the International Court of Justice ruled Monday that the nation's annual hunt in the Antarctic was not really for scientific purposes — as Tokyo had claimed — and ordered it halted. The ruling was a major victory for whaling opponents, as it ends for now one of the world's biggest whale hunts, for minkes in the icy Southern Ocean.","TOKYO — The decision to ban Japan’s annual whaling drive off Antarctica, handed down by the United Nations’ highest court on Monday, was a hard-won victory for conservationists who long argued that Tokyo’s whaling research was a cover for commercial whaling. The ruling by the International Court of Justice in The Hague halts a Japanese program that has captured more than 10,000 minke and other whales in the Southern Ocean since 1988 in the name of biological research.","<span class=""label label-primary"">THE ASSOCIATED PRESS</span>","<span class=""label label-primary"">Jennifer STEINHAUER</span> <span class=""label label-primary"">William YARDLEY</span> <span class=""label label-primary"">John UPTON</span> <span class=""label label-primary"">Marlise SIMONS</span> <span class=""label label-primary"">Hiroko TABUCHI</span> <span class=""label label-primary"">Mark McDONALD</span> <span class=""label label-primary"">Andrea KANNAPELL</span> <span class=""label label-primary"">Erik OLSEN</span> <span class=""label label-primary"">David JOLLY</span> <span class=""label label-primary"">Jess BIDGOOD</span> <span class=""label label-primary"">Katharine SEELYE</span> <span class=""label label-primary"">Lizette ALVAREZ</span> <span class=""label label-primary"">Martin FACKLER</span> <span class=""label label-primary"">Nick MADIGAN</span> <span class=""label label-primary"">Kirk JOHNSON</span> <span class=""label label-primary"">Erica GOODE</span>",0,101,,"<span class=""label label-success"">Fish and Other Marine Life</span> <span class=""label label-success"">International Whaling Commission</span> <span class=""label label-success"">International Court of Justice (UN)</span> <span class=""label label-success"">Japan</span> <span class=""label label-success"">Whales and Whaling</span> <span class=""label label-success"">Sea Shepherd Conservation Society</span>",2014-03-31T02:58:30Z,2014-04-01T00:00:00Z,AP,The New York Times,World Court: Japanese Whaling Not Scientific,U.N. Court Orders Japan to Halt Whaling Off Antarctica,http://www.nytimes.com/aponline/2014/03/31/world/europe/ap-eu-world-court-japan-australia.html,http://www.nytimes.com/2014/04/01/world/europe/united-nations-court-rules-against-japan-in-whaling-dispute.html,109,787
745690128,6/29/2015 19:48:53,1675624354,6/29/2015 19:48:32,false,prodege,0.6837,3587109,CAN,NS,Sydney,142.166.91.127,,,result-author2,,,,,,result-url2,,,title,"THE HAGUE, Netherlands —  The future of whaling in Japan was thrown into doubt after the International Court of Justice ruled Monday that the nation's annual hunt in the Antarctic was not really for scientific purposes — as Tokyo had claimed — and ordered it halted. The ruling was a major victory for whaling opponents, as it ends for now one of the world's biggest whale hunts, for minkes in the icy Southern Ocean.","TOKYO — The decision to ban Japan’s annual whaling drive off Antarctica, handed down by the United Nations’ highest court on Monday, was a hard-won victory for conservationists who long argued that Tokyo’s whaling research was a cover for commercial whaling. The ruling by the International Court of Justice in The Hague halts a Japanese program that has captured more than 10,000 minke and other whales in the Southern Ocean since 1988 in the name of biological research.","<span class=""label label-primary"">THE ASSOCIATED PRESS</span>","<span class=""label label-primary"">Jennifer STEINHAUER</span> <span class=""label label-primary"">William YARDLEY</span> <span class=""label label-primary"">John UPTON</span> <span class=""label label-primary"">Marlise SIMONS</span> <span class=""label label-primary"">Hiroko TABUCHI</span> <span class=""label label-primary"">Mark McDONALD</span> <span class=""label label-primary"">Andrea KANNAPELL</span> <span class=""label label-primary"">Erik OLSEN</span> <span class=""label label-primary"">David JOLLY</span> <span class=""label label-primary"">Jess BIDGOOD</span> <span class=""label label-primary"">Katharine SEELYE</span> <span class=""label label-primary"">Lizette ALVAREZ</span> <span class=""label label-primary"">Martin FACKLER</span> <span class=""label label-primary"">Nick MADIGAN</span> <span class=""label label-primary"">Kirk JOHNSON</span> <span class=""label label-primary"">Erica GOODE</span>",0,101,,"<span class=""label label-success"">Fish and Other Marine Life</span> <span class=""label label-success"">International Whaling Commission</span> <span class=""label label-success"">International Court of Justice (UN)</span> <span class=""label label-success"">Japan</span> <span class=""label label-success"">Whales and Whaling</span> <span class=""label label-success"">Sea Shepherd Conservation Society</span>",2014-03-31T02:58:30Z,2014-04-01T00:00:00Z,AP,The New York Times,World Court: Japanese Whaling Not Scientific,U.N. Court Orders Japan to Halt Whaling Off Antarctica,http://www.nytimes.com/aponline/2014/03/31/world/europe/ap-eu-world-court-japan-australia.html,http://www.nytimes.com/2014/04/01/world/europe/united-nations-court-rules-against-japan-in-whaling-dispute.html,109,787
