_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,comments,lesscredible,morecredible,result_has_user_avatar1,result_has_user_avatar2,result_has_user_background1,result_has_user_background2,result_has_user_description1,result_has_user_description2,result_user_created_at1,result_user_created_at2,result_user_favourites_count1,result_user_favourites_count2,result_user_followers_count1,result_user_followers_count2,result_user_friends_count1,result_user_friends_count2,result_user_listed_count1,result_user_listed_count2,result_user_statuses_count1,result_user_statuses_count2,result_user_verified1,result_user_verified2,same,tweet_id1,tweet_id2,what_tweet_is_more_credible,has_user_avatar1,has_user_avatar2,has_user_background1,has_user_background2,has_user_description1,has_user_description2,id1,id2,sentiment140_score1,sentiment140_score2,sentiwordnet_score1,sentiwordnet_score2,text1,text2,tweet_created_at1,tweet_created_at2,tweet_favorite_count1,tweet_favorite_count2,tweet_hashtag_count1,tweet_hashtag_count2,tweet_nouns_count1,tweet_nouns_count2,tweet_numerical_count1,tweet_numerical_count2,tweet_punctuation_count1,tweet_punctuation_count2,tweet_retweets_count1,tweet_retweets_count2,tweet_uppercase_count1,tweet_uppercase_count2,tweet_url_count1,tweet_url_count2,tweet_user_mentions_count1,tweet_user_mentions_count2,tweet_wiki_entities_count1,tweet_wiki_entities_count2,tweet_word_count1,tweet_word_count2,url_in_newser1,url_in_newser100_1,url_in_newser100_2,url_in_newser2,user_created_at1,user_created_at2,user_favourites_count1,user_favourites_count2,user_followers_count1,user_followers_count2,user_friends_count1,user_friends_count2,user_is_verified1,user_is_verified2,user_listed_count1,user_listed_count2,user_statuses_count1,user_statuses_count2
751225749,7/11/2015 22:03:02,1687442737,7/11/2015 22:02:42,false,elite,0.7542,32232485,USA,,,208.31.49.59,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587669420992045000,599100980118983000,tweet2,1,1,1,1,1,1,587669420992045000,599100980118983000,2,2,-0.75,0,"Well, here's a shock!! As suspected, Japan’s #whaling program is not scientific! http://t.co/Mj5LcKTOla http://t.co/6wNKQp8aWQ @dodo",Whaling has to stop. Australia can pressure Japan &amp; lead the int. community in this: http://t.co/7lPM3tUJyX,Mon Apr 13 17:31:22 +0000 2015,Fri May 15 06:36:19 +0000 2015,120,0,1,0,0,2,0,0,4,3,254,0,13,8,1,1,1,0,5,6,15,16,0,0,0,0,Wed Jan 15 10:10:44 +0000 2014,Fri Aug 06 04:56:12 +0000 2010,17639,119,125832,339,98932,581,0,0,1186,13,23026,2606
751225749,7/12/2015 00:28:58,1687481941,7/12/2015 00:28:40,false,neodev,0.6233,33084347,CAN,AB,Edmonton,208.123.223.234,,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,587669420992045000,599100980118983000,tweet1,1,1,1,1,1,1,587669420992045000,599100980118983000,2,2,-0.75,0,"Well, here's a shock!! As suspected, Japan’s #whaling program is not scientific! http://t.co/Mj5LcKTOla http://t.co/6wNKQp8aWQ @dodo",Whaling has to stop. Australia can pressure Japan &amp; lead the int. community in this: http://t.co/7lPM3tUJyX,Mon Apr 13 17:31:22 +0000 2015,Fri May 15 06:36:19 +0000 2015,120,0,1,0,0,2,0,0,4,3,254,0,13,8,1,1,1,0,5,6,15,16,0,0,0,0,Wed Jan 15 10:10:44 +0000 2014,Fri Aug 06 04:56:12 +0000 2010,17639,119,125832,339,98932,581,0,0,1186,13,23026,2606
751225749,7/12/2015 01:29:22,1687496948,7/12/2015 01:28:59,false,instagc,0.7517,25607301,USA,PA,Ford City,75.88.0.154,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,587669420992045000,599100980118983000,tweet1,1,1,1,1,1,1,587669420992045000,599100980118983000,2,2,-0.75,0,"Well, here's a shock!! As suspected, Japan’s #whaling program is not scientific! http://t.co/Mj5LcKTOla http://t.co/6wNKQp8aWQ @dodo",Whaling has to stop. Australia can pressure Japan &amp; lead the int. community in this: http://t.co/7lPM3tUJyX,Mon Apr 13 17:31:22 +0000 2015,Fri May 15 06:36:19 +0000 2015,120,0,1,0,0,2,0,0,4,3,254,0,13,8,1,1,1,0,5,6,15,16,0,0,0,0,Wed Jan 15 10:10:44 +0000 2014,Fri Aug 06 04:56:12 +0000 2010,17639,119,125832,339,98932,581,0,0,1186,13,23026,2606
751225749,7/12/2015 01:55:19,1687505415,7/12/2015 01:54:54,false,prodege,0.446,17379068,CAN,NB,Saint John,142.162.106.17,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,587669420992045000,599100980118983000,same,1,1,1,1,1,1,587669420992045000,599100980118983000,2,2,-0.75,0,"Well, here's a shock!! As suspected, Japan’s #whaling program is not scientific! http://t.co/Mj5LcKTOla http://t.co/6wNKQp8aWQ @dodo",Whaling has to stop. Australia can pressure Japan &amp; lead the int. community in this: http://t.co/7lPM3tUJyX,Mon Apr 13 17:31:22 +0000 2015,Fri May 15 06:36:19 +0000 2015,120,0,1,0,0,2,0,0,4,3,254,0,13,8,1,1,1,0,5,6,15,16,0,0,0,0,Wed Jan 15 10:10:44 +0000 2014,Fri Aug 06 04:56:12 +0000 2010,17639,119,125832,339,98932,581,0,0,1186,13,23026,2606
751225749,7/12/2015 04:02:37,1687534636,7/12/2015 04:02:13,false,clixsense,0.499,6363498,USA,GA,Fort Valley,23.125.3.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,587669420992045000,599100980118983000,same,1,1,1,1,1,1,587669420992045000,599100980118983000,2,2,-0.75,0,"Well, here's a shock!! As suspected, Japan’s #whaling program is not scientific! http://t.co/Mj5LcKTOla http://t.co/6wNKQp8aWQ @dodo",Whaling has to stop. Australia can pressure Japan &amp; lead the int. community in this: http://t.co/7lPM3tUJyX,Mon Apr 13 17:31:22 +0000 2015,Fri May 15 06:36:19 +0000 2015,120,0,1,0,0,2,0,0,4,3,254,0,13,8,1,1,1,0,5,6,15,16,0,0,0,0,Wed Jan 15 10:10:44 +0000 2014,Fri Aug 06 04:56:12 +0000 2010,17639,119,125832,339,98932,581,0,0,1186,13,23026,2606
751225749,7/12/2015 08:06:05,1687577866,7/12/2015 08:04:56,false,instagc,0.5024,27789710,USA,FL,Orlando,104.136.16.75,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,587669420992045000,599100980118983000,same,1,1,1,1,1,1,587669420992045000,599100980118983000,2,2,-0.75,0,"Well, here's a shock!! As suspected, Japan’s #whaling program is not scientific! http://t.co/Mj5LcKTOla http://t.co/6wNKQp8aWQ @dodo",Whaling has to stop. Australia can pressure Japan &amp; lead the int. community in this: http://t.co/7lPM3tUJyX,Mon Apr 13 17:31:22 +0000 2015,Fri May 15 06:36:19 +0000 2015,120,0,1,0,0,2,0,0,4,3,254,0,13,8,1,1,1,0,5,6,15,16,0,0,0,0,Wed Jan 15 10:10:44 +0000 2014,Fri Aug 06 04:56:12 +0000 2010,17639,119,125832,339,98932,581,0,0,1186,13,23026,2606
751225749,7/12/2015 12:37:37,1687623225,7/12/2015 12:37:04,false,elite,0.6642,31285455,GBR,M9,Newton-le-willows,78.144.103.196,,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,587669420992045000,599100980118983000,tweet1,1,1,1,1,1,1,587669420992045000,599100980118983000,2,2,-0.75,0,"Well, here's a shock!! As suspected, Japan’s #whaling program is not scientific! http://t.co/Mj5LcKTOla http://t.co/6wNKQp8aWQ @dodo",Whaling has to stop. Australia can pressure Japan &amp; lead the int. community in this: http://t.co/7lPM3tUJyX,Mon Apr 13 17:31:22 +0000 2015,Fri May 15 06:36:19 +0000 2015,120,0,1,0,0,2,0,0,4,3,254,0,13,8,1,1,1,0,5,6,15,16,0,0,0,0,Wed Jan 15 10:10:44 +0000 2014,Fri Aug 06 04:56:12 +0000 2010,17639,119,125832,339,98932,581,0,0,1186,13,23026,2606
751225749,7/12/2015 17:40:47,1687709449,7/12/2015 17:40:06,false,prodege,0.5992,6309240,USA,CA,San Diego,76.167.68.73,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,587669420992045000,599100980118983000,same,1,1,1,1,1,1,587669420992045000,599100980118983000,2,2,-0.75,0,"Well, here's a shock!! As suspected, Japan’s #whaling program is not scientific! http://t.co/Mj5LcKTOla http://t.co/6wNKQp8aWQ @dodo",Whaling has to stop. Australia can pressure Japan &amp; lead the int. community in this: http://t.co/7lPM3tUJyX,Mon Apr 13 17:31:22 +0000 2015,Fri May 15 06:36:19 +0000 2015,120,0,1,0,0,2,0,0,4,3,254,0,13,8,1,1,1,0,5,6,15,16,0,0,0,0,Wed Jan 15 10:10:44 +0000 2014,Fri Aug 06 04:56:12 +0000 2010,17639,119,125832,339,98932,581,0,0,1186,13,23026,2606
751225749,7/12/2015 18:44:15,1687722658,7/12/2015 18:42:40,false,clixsense,0.3829,6362702,GBR,B7,Bristol,5.66.104.224,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,587669420992045000,599100980118983000,tweet2,1,1,1,1,1,1,587669420992045000,599100980118983000,2,2,-0.75,0,"Well, here's a shock!! As suspected, Japan’s #whaling program is not scientific! http://t.co/Mj5LcKTOla http://t.co/6wNKQp8aWQ @dodo",Whaling has to stop. Australia can pressure Japan &amp; lead the int. community in this: http://t.co/7lPM3tUJyX,Mon Apr 13 17:31:22 +0000 2015,Fri May 15 06:36:19 +0000 2015,120,0,1,0,0,2,0,0,4,3,254,0,13,8,1,1,1,0,5,6,15,16,0,0,0,0,Wed Jan 15 10:10:44 +0000 2014,Fri Aug 06 04:56:12 +0000 2010,17639,119,125832,339,98932,581,0,0,1186,13,23026,2606
751225749,7/12/2015 19:14:30,1687728476,7/12/2015 19:12:06,false,points4rewards,0.3333,20113482,USA,UT,Provo,198.1.89.11,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,587669420992045000,599100980118983000,tweet1,1,1,1,1,1,1,587669420992045000,599100980118983000,2,2,-0.75,0,"Well, here's a shock!! As suspected, Japan’s #whaling program is not scientific! http://t.co/Mj5LcKTOla http://t.co/6wNKQp8aWQ @dodo",Whaling has to stop. Australia can pressure Japan &amp; lead the int. community in this: http://t.co/7lPM3tUJyX,Mon Apr 13 17:31:22 +0000 2015,Fri May 15 06:36:19 +0000 2015,120,0,1,0,0,2,0,0,4,3,254,0,13,8,1,1,1,0,5,6,15,16,0,0,0,0,Wed Jan 15 10:10:44 +0000 2014,Fri Aug 06 04:56:12 +0000 2010,17639,119,125832,339,98932,581,0,0,1186,13,23026,2606
